Order_ID,Product,Quantity,Price_Each,Order_Date,Purchase_Address,shop
17028,Bose SoundSport Headphones,1,99.99,12/23/2013 22:28,"456 Jefferson St, Atlanta, GA 30301",jithinjose
17029,Wired Headphones,1,11.99,12/18/2013 9:32,"404 Church St, Boston, MA 02215",jithinjose
17030,USB-C Charging Cable,1,11.95,12/29/2013 13:32,"60 Adams St, San Francisco, CA 94016",jithinjose
17031,Apple Airpods Headphones,1,150,12/17/2013 12:00,"448 11th St, Los Angeles, CA 90001",jithinjose
17032,iPhone,1,700,12/11/2013 20:39,"307 7th St, San Francisco, CA 94016",jithinjose
17033,USB-C Charging Cable,1,11.95,12/17/2013 13:15,"915 Park St, San Francisco, CA 94016",jithinjose
17034,USB-C Charging Cable,1,11.95,12/3/2013 16:29,"268 Johnson St, Los Angeles, CA 90001",jithinjose
17035,Bose SoundSport Headphones,1,99.99,12/21/2013 18:44,"236 North St, Los Angeles, CA 90001",jithinjose
17036,Lightning Charging Cable,2,14.95,12/24/2013 13:54,"125 Park St, San Francisco, CA 94016",jithinjose
17037,34in Ultrawide Monitor,1,379.99,12/29/2013 7:05,"135 Jefferson St, San Francisco, CA 94016",jithinjose
17038,iPhone,1,700,12/1/2013 16:01,"632 Sunset St, San Francisco, CA 94016",jithinjose
17039,AAA Batteries (4-pack),1,2.99,12/20/2013 23:21,"167 2nd St, San Francisco, CA 94016",jithinjose
17040,USB-C Charging Cable,1,11.95,12/25/2013 10:58,"485 7th St, San Francisco, CA 94016",jithinjose
17041,Wired Headphones,1,11.99,12/14/2013 13:49,"265 Spruce St, Atlanta, GA 30301",jithinjose
17042,Lightning Charging Cable,1,14.95,12/26/2013 20:39,"876 Hill St, San Francisco, CA 94016",jithinjose
17043,27in 4K Gaming Monitor,1,389.99,12/12/2013 10:59,"658 West St, New York City, NY 10001",jithinjose
17044,AA Batteries (4-pack),1,3.84,12/3/2013 9:08,"817 4th St, Atlanta, GA 30301",jithinjose
17045,Flatscreen TV,1,300,12/24/2013 5:57,"570 1st St, New York City, NY 10001",jithinjose
17046,Vareebadd Phone,1,400,12/16/2013 21:19,"406 12th St, Los Angeles, CA 90001",jithinjose
17047,Lightning Charging Cable,1,14.95,12/14/2013 15:21,"258 Johnson St, New York City, NY 10001",jithinjose
17048,Bose SoundSport Headphones,1,99.99,12/15/2013 19:42,"432 5th St, New York City, NY 10001",jithinjose
17049,Wired Headphones,1,11.99,12/12/2013 22:47,"154 Dogwood St, San Francisco, CA 94016",jithinjose
17050,Apple Airpods Headphones,1,150,12/8/2013 6:52,"510 Elm St, Boston, MA 02215",jithinjose
17051,Wired Headphones,2,11.99,12/23/2013 7:22,"777 Adams St, Boston, MA 02215",jithinjose
17052,USB-C Charging Cable,2,11.95,12/15/2013 16:45,"532 Walnut St, San Francisco, CA 94016",jithinjose
17053,Wired Headphones,1,11.99,12/20/2013 15:26,"5 Adams St, Boston, MA 02215",jithinjose
17054,Apple Airpods Headphones,1,150,12/14/2013 17:48,"800 Jackson St, Atlanta, GA 30301",jithinjose
17055,Lightning Charging Cable,1,14.95,12/24/2013 21:56,"59 Forest St, Atlanta, GA 30301",jithinjose
17056,Flatscreen TV,1,300,12/9/2013 22:01,"180 9th St, San Francisco, CA 94016",jithinjose
17057,Bose SoundSport Headphones,1,99.99,12/2/2013 14:00,"585 Cherry St, New York City, NY 10001",jithinjose
17058,20in Monitor,1,109.99,12/19/2013 15:59,"144 Adams St, Los Angeles, CA 90001",jithinjose
17059,AAA Batteries (4-pack),1,2.99,12/13/2013 22:55,"991 Spruce St, San Francisco, CA 94016",jithinjose
17060,AA Batteries (4-pack),1,3.84,12/23/2013 20:09,"97 Wilson St, Boston, MA 02215",jithinjose
17061,Bose SoundSport Headphones,1,99.99,12/9/2013 17:48,"913 North St, New York City, NY 10001",jithinjose
17062,Apple Airpods Headphones,1,150,12/11/2013 21:31,"60 Highland St, San Francisco, CA 94016",jithinjose
17063,AAA Batteries (4-pack),1,2.99,12/19/2013 15:42,"489 Washington St, Los Angeles, CA 90001",jithinjose
17064,Wired Headphones,1,11.99,12/19/2013 15:42,"216 12th St, Portland, OR 97035",jithinjose
17065,AAA Batteries (4-pack),4,2.99,12/21/2013 16:38,"171 Madison St, Boston, MA 02215",jithinjose
17066,Macbook Pro Laptop,1,1700,12/26/2013 19:16,"278 10th St, San Francisco, CA 94016",jithinjose
17067,Lightning Charging Cable,1,14.95,12/6/2013 15:20,"575 South St, Boston, MA 02215",jithinjose
17068,27in FHD Monitor,1,149.99,12/12/2013 21:08,"749 South St, Los Angeles, CA 90001",jithinjose
17069,iPhone,1,700,12/5/2013 17:46,"295 Jackson St, Portland, OR 97035",jithinjose
17070,USB-C Charging Cable,1,11.95,12/13/2013 20:50,"687 Chestnut St, San Francisco, CA 94016",jithinjose
17071,34in Ultrawide Monitor,1,379.99,12/26/2013 21:53,"149 Ridge St, San Francisco, CA 94016",jithinjose
17072,iPhone,1,700,12/20/2013 19:07,"682 9th St, Portland, ME 04101",jithinjose
17073,AA Batteries (4-pack),3,3.84,12/3/2013 21:39,"725 Elm St, San Francisco, CA 94016",jithinjose
17074,27in FHD Monitor,1,149.99,12/13/2013 11:32,"531 Main St, Boston, MA 02215",jithinjose
17075,Bose SoundSport Headphones,1,99.99,12/14/2013 14:27,"985 Sunset St, San Francisco, CA 94016",jithinjose
17076,Wired Headphones,1,11.99,12/25/2013 15:54,"959 Washington St, Los Angeles, CA 90001",jithinjose
17077,AAA Batteries (4-pack),1,2.99,12/24/2013 3:00,"403 Pine St, Dallas, TX 75001",jithinjose
17078,USB-C Charging Cable,1,11.95,12/16/2013 13:05,"628 4th St, Seattle, WA 98101",jithinjose
17079,Lightning Charging Cable,1,14.95,12/16/2013 14:07,"60 Cherry St, San Francisco, CA 94016",jithinjose
17080,AAA Batteries (4-pack),1,2.99,12/23/2013 12:18,"395 Spruce St, Atlanta, GA 30301",jithinjose
17081,Flatscreen TV,1,300,12/28/2013 18:19,"920 West St, San Francisco, CA 94016",jithinjose
17082,34in Ultrawide Monitor,1,379.99,12/28/2013 12:35,"15 Johnson St, Seattle, WA 98101",jithinjose
17083,Flatscreen TV,1,300,12/28/2013 21:27,"876 Cedar St, New York City, NY 10001",jithinjose
17084,AA Batteries (4-pack),1,3.84,12/1/2013 18:49,"25 11th St, Boston, MA 02215",jithinjose
17085,iPhone,1,700,12/1/2013 18:49,"770 Elm St, New York City, NY 10001",jithinjose
17086,Lightning Charging Cable,1,14.95,12/22/2013 21:48,"669 Chestnut St, Los Angeles, CA 90001",jithinjose
17087,Wired Headphones,1,11.99,12/12/2013 15:58,"327 12th St, Atlanta, GA 30301",jithinjose
17088,AAA Batteries (4-pack),3,2.99,12/5/2013 22:00,"828 West St, Boston, MA 02215",jithinjose
17089,Apple Airpods Headphones,1,150,12/22/2013 9:58,"872 North St, San Francisco, CA 94016",jithinjose
17090,USB-C Charging Cable,1,11.95,12/28/2013 18:47,"234 River St, Los Angeles, CA 90001",jithinjose
17091,Apple Airpods Headphones,1,150,12/24/2013 0:38,"61 Forest St, Los Angeles, CA 90001",jithinjose
17092,AAA Batteries (4-pack),1,2.99,12/22/2013 16:33,"544 Madison St, San Francisco, CA 94016",jithinjose
17093,27in FHD Monitor,1,149.99,12/19/2013 7:50,"124 Church St, San Francisco, CA 94016",jithinjose
17094,Flatscreen TV,1,300,12/25/2013 12:31,"785 8th St, Atlanta, GA 30301",jithinjose
17095,Lightning Charging Cable,1,14.95,12/14/2013 2:15,"924 Cedar St, Atlanta, GA 30301",jithinjose
17096,USB-C Charging Cable,1,11.95,12/24/2013 1:11,"115 Church St, Dallas, TX 75001",jithinjose
17097,Vareebadd Phone,1,400,12/21/2013 10:02,"35 Hickory St, Los Angeles, CA 90001",jithinjose
17098,Apple Airpods Headphones,1,150,12/31/2013 10:42,"960 4th St, Austin, TX 73301",jithinjose
17099,AA Batteries (4-pack),1,3.84,12/8/2013 13:03,"639 11th St, Austin, TX 73301",jithinjose
17100,ThinkPad Laptop,1,999.99,12/10/2013 16:03,"93 Spruce St, Atlanta, GA 30301",jithinjose
17101,Flatscreen TV,1,300,12/20/2013 16:09,"334 Wilson St, New York City, NY 10001",jithinjose
17102,iPhone,1,700,12/5/2013 22:07,"542 Center St, New York City, NY 10001",jithinjose
17102,27in 4K Gaming Monitor,1,389.99,12/27/2013 22:03,"542 Center St, New York City, NY 10001",jithinjose
17103,ThinkPad Laptop,1,999.99,12/7/2013 19:46,"532 10th St, Portland, OR 97035",jithinjose
17104,Lightning Charging Cable,1,14.95,12/31/2013 13:31,"505 12th St, Boston, MA 02215",jithinjose
17105,Bose SoundSport Headphones,1,99.99,12/30/2013 19:59,"60 Maple St, San Francisco, CA 94016",jithinjose
17106,USB-C Charging Cable,1,11.95,12/2/2013 12:47,"167 9th St, Los Angeles, CA 90001",jithinjose
17107,Bose SoundSport Headphones,1,99.99,12/2/2013 10:00,"153 Johnson St, Los Angeles, CA 90001",jithinjose
17165,Wired Headphones,1,11.99,2/13/2013 14:02,"435 Highland St, San Francisco, CA 94016",jithinjose
17166,Wired Headphones,1,11.99,2/3/2013 8:40,"375 13th St, Boston, MA 02215",jithinjose
17167,iPhone,1,700,2/3/2013 13:48,"39 Lakeview St, Boston, MA 02215",jithinjose
17167,Apple Airpods Headphones,1,150,2/17/2013 23:17,"39 Lakeview St, Boston, MA 02215",jithinjose
17167,AAA Batteries (4-pack),3,2.99,2/17/2013 18:42,"39 Lakeview St, Boston, MA 02215",jithinjose
17168,Google Phone,1,600,2/16/2013 2:18,"306 Jackson St, New York City, NY 10001",jithinjose
17169,27in FHD Monitor,1,149.99,2/13/2013 8:40,"856 9th St, Portland, OR 97035",jithinjose
1710,USB-C Charging Cable,1,11.95,2/26/2013 20:01,"756 10th St, San Francisco, CA 94016",jithinjose
1711,Vareebadd Phone,1,400,2/7/2013 13:44,"550 Walnut St, San Francisco, CA 94016",jithinjose
1712,Bose SoundSport Headphones,1,99.99,2/11/2013 11:50,"872 13th St, New York City, NY 10001",jithinjose
1713,Lightning Charging Cable,1,14.95,2/3/2013 22:36,"396 Sunset St, Los Angeles, CA 90001",jithinjose
1714,AAA Batteries (4-pack),1,2.99,2/13/2013 20:51,"431 Walnut St, Los Angeles, CA 90001",jithinjose
1715,Macbook Pro Laptop,1,1700,2/26/2013 8:53,"603 Lake St, Los Angeles, CA 90001",jithinjose
1716,USB-C Charging Cable,1,11.95,2/5/2013 8:35,"5 Center St, Dallas, TX 75001",jithinjose
1717,AA Batteries (4-pack),1,3.84,2/7/2013 12:12,"182 12th St, San Francisco, CA 94016",jithinjose
172,iPhone,1,700,2/20/2013 20:09,"342 Dogwood St, Seattle, WA 98101",jithinjose
172,Lightning Charging Cable,1,14.95,2/20/2013 20:09,"342 Dogwood St, Seattle, WA 98101",jithinjose
1719,Lightning Charging Cable,1,14.95,2/3/2013 17:46,"225 Pine St, Austin, TX 73301",jithinjose
1720,USB-C Charging Cable,1,11.95,2/26/2013 0:07,"679 Jackson St, Dallas, TX 75001",jithinjose
1721,Wired Headphones,1,11.99,2/10/2013 12:50,"309 8th St, Los Angeles, CA 90001",jithinjose
